OrderNumber,OrderDate,Customer Name Index,Channel,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
SO - 0003941,27-11-2014,24,Wholesale,AXW291,17,2,10,167.5,1675,110.55
SO - 0003942,28-11-2014,34,Distributor,AXW291,22,5,6,2525.9,15155.4,1010.36
SO - 0003943,28-11-2014,3,Wholesale,FLR025,62,9,8,1192.6,9540.8,500.89
SO - 0003944,28-11-2014,44,Wholesale,AXW291,2,13,12,268,3216,171.52
SO - 0003945,29-11-2014,35,Export,GUT930,46,13,9,1132.3,10190.7,611.44
SO - 0003946,29-11-2014,42,Export,NXH382,51,13,10,1809,18090,1175.85
SO - 0003947,29-11-2014,18,Export,GUT930,34,10,5,1118.9,5594.5,671.34
SO - 0003948,30-11-2014,45,Wholesale,NXH382,54,7,8,1025.1,8200.8,697.07
SO - 0003949,30-11-2014,10,Wholesale,AXW291,1,7,6,3088.7,18532.2,2069.43
SO - 0003950,30-11-2014,43,Wholesale,AXW291,4,4,12,978.2,11738.4,528.23
SO - 0003951,30-11-2014,47,Wholesale,AXW291,16,1,6,261.3,1567.8,177.68
SO - 0003952,30-11-2014,28,Distributor,AXW291,11,11,5,1159.1,5795.5,498.41
SO - 0003953,30-11-2014,16,Wholesale,NXH382,49,2,10,6197.5,61975,3594.55
SO - 0003954,01-12-2014,30,Export,NXH382,56,10,11,5581.1,61392.1,3237.04
SO - 0003955,01-12-2014,34,Wholesale,AXW291,15,11,8,1051.9,8415.2,862.56
SO - 0003956,01-12-2014,26,Distributor,AXW291,30,2,10,221.1,2211,137.08
SO - 0003957,01-12-2014,1,Wholesale,AXW291,17,2,11,3879.3,42672.3,2366.37
SO - 0003958,02-12-2014,47,Wholesale,AXW291,22,1,9,1139,10251,854.25
SO - 0003959,02-12-2014,33,Export,NXH382,59,1,7,938,6566,590.94
SO - 0003960,02-12-2014,46,Export,AXW291,23,2,7,201,1407,166.83
SO - 0003961,03-12-2014,3,Export,AXW291,12,9,12,1768.8,21225.6,1220.47
SO - 0003962,03-12-2014,19,Wholesale,FLR025,64,7,12,1715.2,20582.4,1337.86
SO - 0003963,03-12-2014,43,Distributor,FLR025,62,9,11,1145.7,12602.7,893.65
SO - 0003964,03-12-2014,6,Wholesale,GUT930,34,5,8,3932.9,31463.2,2792.36
SO - 0003965,04-12-2014,16,Distributor,AXW291,7,11,11,2599.6,28595.6,1715.74
SO - 0003966,04-12-2014,8,Wholesale,AXW291,23,7,12,6478.9,77746.8,4664.81
SO - 0003967,04-12-2014,4,Wholesale,NXH382,49,1,9,1715.2,15436.8,977.66
SO - 0003968,04-12-2014,50,Wholesale,GUT930,41,11,6,6512.4,39074.4,4754.05
SO - 0003969,04-12-2014,16,Wholesale,GUT930,33,2,8,884.4,7075.2,601.39
SO - 0003970,04-12-2014,26,Wholesale,AXW291,17,5,7,1005,7035,613.05
SO - 0003971,04-12-2014,10,Wholesale,FLR025,60,10,5,174.2,871,134.13
SO - 0003972,04-12-2014,12,Distributor,GUT930,43,7,12,1005,12060,743.7
SO - 0003973,04-12-2014,4,Wholesale,AXW291,1,8,7,6170.7,43194.9,4998.27
SO - 0003974,04-12-2014,9,Wholesale,AXW291,11,2,6,187.6,1125.6,133.2
SO - 0003975,04-12-2014,31,Wholesale,AXW291,8,9,11,234.5,2579.5,98.49
SO - 0003976,04-12-2014,48,Wholesale,AXW291,26,11,6,1092.1,6552.6,655.26
SO - 0003977,05-12-2014,10,Export,NXH382,54,8,8,1031.8,8254.4,784.17
SO - 0003978,06-12-2014,7,Distributor,NXH382,55,7,11,221.1,2432.1,128.24
SO - 0003979,06-12-2014,47,Wholesale,AXW291,13,6,7,268,1876,227.8
SO - 0003980,06-12-2014,34,Export,AXW291,16,9,12,214.4,2572.8,165.09
SO - 0003981,06-12-2014,11,Distributor,AXW291,24,7,10,174.2,1742,109.75
SO - 0003982,06-12-2014,33,Distributor,AXW291,12,7,8,5105.4,40843.2,2042.16
SO - 0003983,06-12-2014,45,Distributor,AXW291,27,7,11,3209.3,35302.3,1347.91
SO - 0003984,07-12-2014,23,Wholesale,AXW291,9,6,11,1996.6,21962.6,1697.11
SO - 0003985,07-12-2014,7,Export,AXW291,24,5,5,3470.6,17353,2950.01
SO - 0003986,07-12-2014,27,Distributor,AXW291,29,1,5,5768.7,28843.5,4384.21
SO - 0003987,07-12-2014,33,Wholesale,AXW291,7,7,11,4020,44220,2371.8
SO - 0003988,07-12-2014,9,Wholesale,NXH382,58,13,8,2572.8,20582.4,1183.49
SO - 0003989,07-12-2014,12,Distributor,FLR025,61,2,10,3169.1,31691,1331.02
SO - 0003990,07-12-2014,34,Distributor,GUT930,38,7,10,1112.2,11122,589.47
SO - 0003991,08-12-2014,8,Distributor,AXW291,31,2,8,1072,8576,482.4
SO - 0003992,08-12-2014,15,Distributor,GUT930,45,7,12,2425.4,29104.8,1722.03
SO - 0003993,08-12-2014,13,Wholesale,AXW291,4,11,12,3825.7,45908.4,2907.53
SO - 0003994,08-12-2014,37,Distributor,NXH382,58,11,8,1139,9112,603.67
SO - 0003995,08-12-2014,44,Wholesale,GUT930,46,13,5,187.6,938,129.44
SO - 0003996,08-12-2014,35,Distributor,NXH382,56,1,11,864.3,9507.3,613.65
SO - 0003997,08-12-2014,31,Wholesale,AXW291,23,1,12,5701.7,68420.4,2850.85
SO - 0003998,09-12-2014,13,Wholesale,NXH382,60,5,5,904.5,4522.5,714.56
SO - 0003999,09-12-2014,39,Wholesale,AXW291,13,2,6,1159.1,6954.6,822.96
SO - 0004000,09-12-2014,41,Distributor,NXH382,56,2,9,247.9,2231.1,176.01
SO - 0004001,09-12-2014,2,Distributor,FLR025,61,1,6,3919.5,23517,1802.97
SO - 0004002,10-12-2014,45,Distributor,GUT930,36,10,6,2559.4,15356.4,1714.8
SO - 0004003,10-12-2014,25,Distributor,AXW291,21,5,12,2572.8,30873.6,1183.49
SO - 0004004,10-12-2014,4,Distributor,GUT930,40,7,11,2767.1,30438.1,1743.27
SO - 0004005,10-12-2014,18,Wholesale,GUT930,45,11,12,1916.2,22994.4,1034.75
SO - 0004006,10-12-2014,45,Distributor,GUT930,34,12,11,1715.2,18867.2,943.36
SO - 0004007,10-12-2014,39,Wholesale,AXW291,1,11,11,1011.7,11128.7,586.79
SO - 0004008,10-12-2014,23,Wholesale,FLR025,62,8,10,1025.1,10251,676.57
SO - 0004009,10-12-2014,32,Wholesale,GUT930,44,13,10,1065.3,10653,830.93
SO - 0004010,11-12-2014,47,Wholesale,FLR025,60,8,6,1132.3,6793.8,905.84
SO - 0004011,11-12-2014,13,Wholesale,AXW291,4,7,6,884.4,5306.4,689.83
SO - 0004012,11-12-2014,24,Distributor,AXW291,24,2,11,971.5,10686.5,524.61
SO - 0004013,12-12-2014,23,Distributor,NXH382,56,10,7,1782.2,12475.4,1301.01
SO - 0004014,13-12-2014,3,Wholesale,AXW291,8,1,11,1112.2,12234.2,500.49
SO - 0004015,13-12-2014,17,Export,AXW291,21,1,12,2412,28944,1616.04
SO - 0004016,13-12-2014,13,Distributor,AXW291,10,2,9,3899.4,35094.6,3080.53
SO - 0004017,13-12-2014,27,Distributor,AXW291,5,2,10,3979.8,39798,3263.44
SO - 0004018,13-12-2014,50,Distributor,FLR025,66,5,5,2519.2,12596,1410.75
SO - 0004019,13-12-2014,19,Wholesale,AXW291,21,7,5,850.9,4254.5,570.1
SO - 0004020,14-12-2014,45,Wholesale,GUT930,34,13,7,1969.8,13788.6,1654.63
SO - 0004021,14-12-2014,24,Distributor,AXW291,13,9,5,1078.7,5393.5,614.86
SO - 0004022,14-12-2014,32,Distributor,AXW291,15,9,8,1876,15008,1482.04
SO - 0004023,14-12-2014,11,Wholesale,AXW291,5,7,5,1775.5,8877.5,1384.89
SO - 0004024,14-12-2014,13,Export,AXW291,12,1,9,844.2,7597.8,464.31
SO - 0004025,15-12-2014,48,Distributor,GUT930,41,7,6,167.5,1005,95.48
SO - 0004026,16-12-2014,43,Distributor,FLR025,63,7,8,1105.5,8844,807.02
SO - 0004027,16-12-2014,44,Wholesale,AXW291,14,2,12,3082,36984,2342.32
SO - 0004028,16-12-2014,33,Wholesale,AXW291,9,7,8,864.3,6914.4,717.37
SO - 0004029,16-12-2014,48,Wholesale,FLR025,62,14,7,2646.5,18525.5,1402.65
SO - 0004030,16-12-2014,24,Export,GUT930,45,5,11,1748.7,19235.7,1451.42
SO - 0004031,16-12-2014,20,Distributor,AXW291,15,1,9,1755.4,15798.6,983.02
SO - 0004032,17-12-2014,8,Wholesale,GUT930,44,2,6,1105.5,6633,851.24
SO - 0004033,17-12-2014,20,Wholesale,NXH382,60,1,9,1105.5,9949.5,652.25
SO - 0004034,17-12-2014,27,Wholesale,AXW291,30,7,9,3953,35577,2925.22
SO - 0004035,18-12-2014,11,Distributor,AXW291,9,5,6,5815.6,34893.6,4129.08
SO - 0004036,18-12-2014,45,Distributor,GUT930,36,13,7,3209.3,22465.1,2599.53
SO - 0004037,18-12-2014,48,Distributor,GUT930,44,2,11,2298.1,25279.1,1034.15
SO - 0004038,18-12-2014,44,Distributor,AXW291,11,11,5,3946.3,19731.5,1736.37
SO - 0004039,18-12-2014,23,Distributor,AXW291,16,6,5,3932.9,19664.5,2674.37
SO - 0004040,18-12-2014,35,Wholesale,GUT930,44,1,5,1005,5025,572.85
SO - 0004041,19-12-2014,7,Wholesale,AXW291,11,2,5,2592.9,12964.5,1218.66
SO - 0004042,19-12-2014,39,Export,AXW291,19,1,7,1145.7,8019.9,801.99
SO - 0004043,19-12-2014,38,Wholesale,AXW291,17,1,11,1159.1,12750.1,475.23
SO - 0004044,19-12-2014,4,Wholesale,NXH382,48,11,5,1092.1,5460.5,469.6
SO - 0004045,19-12-2014,29,Wholesale,NXH382,59,6,7,917.9,6425.3,578.28
SO - 0004046,19-12-2014,5,Wholesale,GUT930,46,2,7,261.3,1829.1,193.36
SO - 0004047,19-12-2014,6,Wholesale,GUT930,41,2,12,1963.1,23557.2,1472.33
SO - 0004048,19-12-2014,11,Export,AXW291,17,8,11,5969.7,65666.7,2626.67
SO - 0004049,20-12-2014,34,Wholesale,NXH382,52,2,7,3048.5,21339.5,1219.4
SO - 0004050,20-12-2014,24,Wholesale,NXH382,54,13,9,877.7,7899.3,649.5
SO - 0004051,21-12-2014,10,Wholesale,AXW291,2,7,8,1943,15544,1224.09
SO - 0004052,21-12-2014,25,Wholesale,NXH382,59,1,8,2257.9,18063.2,1806.32
SO - 0004053,21-12-2014,19,Wholesale,GUT930,33,4,7,1105.5,7738.5,795.96
SO - 0004054,22-12-2014,43,Export,AXW291,5,10,5,1085.4,5427,738.07
SO - 0004055,22-12-2014,37,Wholesale,AXW291,23,7,9,6472.2,58249.8,3106.66
SO - 0004056,22-12-2014,5,Wholesale,NXH382,60,12,10,5835.7,58357,3267.99
SO - 0004057,22-12-2014,15,Wholesale,NXH382,52,1,8,4013.3,32106.4,1886.25
SO - 0004058,22-12-2014,14,Wholesale,AXW291,31,14,10,3102.1,31021,2357.6
SO - 0004059,22-12-2014,10,Wholesale,GUT930,42,2,8,1118.9,8951.2,593.02
SO - 0004060,22-12-2014,41,Wholesale,FLR025,62,1,7,3906.1,27342.7,2265.54
SO - 0004061,22-12-2014,50,Distributor,AXW291,18,1,6,3993.2,23959.2,1757.01
SO - 0004062,22-12-2014,42,Distributor,GUT930,32,2,6,5447.1,32682.6,2614.61
SO - 0004063,23-12-2014,42,Wholesale,AXW291,30,2,5,1145.7,5728.5,928.02
SO - 0004064,23-12-2014,16,Distributor,AXW291,4,2,8,6559.3,52474.4,4132.36
SO - 0004065,23-12-2014,30,Distributor,AXW291,22,7,7,850.9,5956.3,433.96
SO - 0004066,23-12-2014,50,Distributor,AXW291,16,2,6,1072,6432,707.52
SO - 0004067,23-12-2014,39,Wholesale,GUT930,35,1,5,1025.1,5125.5,625.31
SO - 0004068,23-12-2014,23,Wholesale,FLR025,66,1,9,3926.2,35335.8,3023.17
SO - 0004069,23-12-2014,29,Wholesale,AXW291,24,2,5,207.7,1038.5,137.08
SO - 0004070,23-12-2014,6,Distributor,NXH382,60,2,6,2646.5,15879,1243.86
SO - 0004071,24-12-2014,27,Distributor,GUT930,32,7,5,723.6,3618,361.8
SO - 0004072,24-12-2014,48,Wholesale,GUT930,42,7,8,1139,9112,569.5
SO - 0004073,24-12-2014,43,Distributor,AXW291,15,11,8,5956.3,47650.4,4050.28
SO - 0004074,24-12-2014,9,Export,AXW291,17,11,12,857.6,10291.2,505.98
SO - 0004075,24-12-2014,40,Wholesale,FLR025,63,7,12,3899.4,46792.8,2612.6
SO - 0004076,24-12-2014,12,Distributor,NXH382,56,10,8,1842.5,14740,1529.28
SO - 0004077,24-12-2014,11,Wholesale,NXH382,57,9,12,214.4,2572.8,96.48
SO - 0004078,25-12-2014,40,Wholesale,GUT930,44,9,6,1139,6834,501.16
SO - 0004079,25-12-2014,8,Wholesale,FLR025,63,7,8,703.5,5628,302.51
SO - 0004080,25-12-2014,32,Distributor,AXW291,31,2,12,6217.6,74611.2,2797.92
SO - 0004081,25-12-2014,35,Export,AXW291,27,11,9,3624.7,32622.3,3081
SO - 0004082,25-12-2014,27,Export,AXW291,11,9,5,1721.9,8609.5,1205.33
SO - 0004083,26-12-2014,29,Wholesale,AXW291,27,7,11,1829.1,20120.1,877.97
SO - 0004084,26-12-2014,37,Distributor,GUT930,36,8,9,6110.4,54993.6,4643.9
SO - 0004085,26-12-2014,30,Wholesale,AXW291,14,11,10,3886,38860,2137.3
SO - 0004086,26-12-2014,20,Wholesale,NXH382,59,1,9,5058.5,45526.5,3743.29
SO - 0004087,26-12-2014,31,Export,FLR025,64,2,8,1092.1,8736.8,775.39
SO - 0004088,26-12-2014,4,Wholesale,NXH382,58,2,8,1949.7,15597.6,896.86
SO - 0004089,27-12-2014,23,Wholesale,AXW291,30,1,8,3886,31088,3225.38
SO - 0004090,27-12-2014,27,Distributor,GUT930,47,2,11,3376.8,37144.8,1553.33
SO - 0004091,27-12-2014,15,Wholesale,AXW291,9,13,10,180.9,1809,86.83
SO - 0004092,27-12-2014,47,Wholesale,NXH382,51,7,8,247.9,1983.2,205.76
SO - 0004093,27-12-2014,20,Distributor,NXH382,49,11,12,3135.6,37627.2,2508.48
SO - 0004094,28-12-2014,19,Distributor,AXW291,5,9,8,2485.7,19885.6,1739.99
SO - 0004095,28-12-2014,49,Wholesale,GUT930,38,1,7,4013.3,28093.1,3210.64
SO - 0004096,28-12-2014,29,Wholesale,AXW291,7,5,10,6351.6,63516,3048.77
SO - 0004097,28-12-2014,38,Wholesale,AXW291,8,9,6,1152.4,6914.4,645.34
SO - 0004098,28-12-2014,40,Wholesale,AXW291,14,2,10,1005,10050,723.6
SO - 0004099,29-12-2014,28,Distributor,GUT930,44,1,9,3852.5,34672.5,2465.6
SO - 0004100,29-12-2014,28,Wholesale,GUT930,32,5,6,1018.4,6110.4,478.65
SO - 0004101,29-12-2014,41,Distributor,AXW291,14,7,5,1112.2,5561,934.25
SO - 0004102,29-12-2014,34,Distributor,GUT930,33,3,7,1775.5,12428.5,1242.85
SO - 0004103,29-12-2014,48,Distributor,AXW291,25,2,6,5507.4,33044.4,4075.48
SO - 0004104,29-12-2014,25,Wholesale,NXH382,57,2,7,3839.1,26873.7,2457.02
SO - 0004105,29-12-2014,49,Wholesale,NXH382,49,2,8,2438.8,19510.4,1999.82
SO - 0004106,29-12-2014,34,Distributor,AXW291,6,12,11,3765.4,41419.4,2824.05
SO - 0004107,30-12-2014,40,Distributor,AXW291,20,7,12,4020,48240,2653.2
SO - 0004108,30-12-2014,38,Wholesale,AXW291,18,9,11,884.4,9728.4,698.68
SO - 0004109,30-12-2014,2,Wholesale,AXW291,14,2,9,1989.9,17909.1,1591.92
SO - 0004110,30-12-2014,9,Distributor,NXH382,54,13,7,3892.7,27248.9,2063.13
SO - 0004111,30-12-2014,20,Distributor,FLR025,66,3,11,857.6,9433.6,377.34
SO - 0004112,30-12-2014,39,Distributor,NXH382,55,5,6,1025.1,6150.6,553.55
SO - 0004113,30-12-2014,39,Distributor,NXH382,55,2,7,5145.6,36019.2,3653.38
SO - 0004114,30-12-2014,35,Distributor,AXW291,21,1,6,1319.9,7919.4,950.33
SO - 0004115,30-12-2014,45,Distributor,GUT930,39,2,7,884.4,6190.8,610.24
SO - 0004116,30-12-2014,21,Distributor,FLR025,66,7,10,1152.4,11524,760.58
SO - 0004117,31-12-2014,40,Wholesale,NXH382,51,6,8,3932.9,31463.2,2556.39
SO - 0004118,31-12-2014,12,Wholesale,AXW291,31,7,5,891.1,4455.5,516.84
SO - 0004119,31-12-2014,39,Distributor,GUT930,37,9,8,3966.4,31731.2,3173.12
SO - 0004120,01-01-2015,24,Wholesale,AXW291,8,13,9,757.1,6813.9,325.55
SO - 0004121,01-01-2015,29,Distributor,GUT930,36,5,5,180.9,904.5,113.97
SO - 0004122,01-01-2015,7,Distributor,FLR025,63,5,7,1802.3,12616.1,1063.36
SO - 0004123,01-01-2015,29,Wholesale,NXH382,57,4,9,174.2,1567.8,108
SO - 0004124,01-01-2015,40,Wholesale,AXW291,12,11,9,221.1,1989.9,134.87
SO - 0004125,01-01-2015,41,Wholesale,NXH382,52,2,10,2224.4,22244,1846.25
SO - 0004126,02-01-2015,6,Wholesale,AXW291,15,5,10,3041.8,30418,2038.01
SO - 0004127,03-01-2015,38,Export,AXW291,14,11,12,3953,47436,3043.81
SO - 0004128,03-01-2015,10,Wholesale,NXH382,53,2,8,1078.7,8629.6,560.92
SO - 0004129,03-01-2015,2,Wholesale,AXW291,11,1,11,268,2948,176.88
SO - 0004130,04-01-2015,23,Export,GUT930,42,11,11,1299.8,14297.8,1013.84
SO - 0004131,04-01-2015,50,Wholesale,GUT930,46,5,9,1085.4,9768.6,868.32
SO - 0004132,05-01-2015,50,Export,GUT930,36,7,6,1105.5,6633,873.35
SO - 0004133,05-01-2015,19,Distributor,GUT930,38,1,5,1728.6,8643,1123.59
SO - 0004134,05-01-2015,29,Distributor,NXH382,49,7,9,2378.5,21406.5,1760.09
SO - 0004135,05-01-2015,30,Wholesale,GUT930,40,2,5,3195.9,15979.5,2364.97
SO - 0004136,06-01-2015,30,Wholesale,AXW291,26,8,6,214.4,1286.4,154.37
SO - 0004137,06-01-2015,32,Wholesale,GUT930,41,11,11,984.9,10833.9,797.77
SO - 0004138,06-01-2015,39,Distributor,AXW291,5,11,9,1889.4,17004.6,1095.85
SO - 0004139,06-01-2015,9,Distributor,AXW291,30,3,10,891.1,8911,748.52
SO - 0004140,06-01-2015,20,Wholesale,GUT930,35,5,7,1125.6,7879.2,821.69
SO - 0004141,06-01-2015,36,Export,AXW291,20,14,7,6485.6,45399.2,2723.95
SO - 0004142,06-01-2015,15,Wholesale,FLR025,61,4,6,2284.7,13708.2,1416.51
SO - 0004143,06-01-2015,35,Wholesale,AXW291,27,1,11,6244.4,68688.4,3434.42
SO - 0004144,06-01-2015,48,Wholesale,AXW291,25,11,6,5031.7,30190.2,2213.95
SO - 0004145,06-01-2015,3,Distributor,FLR025,65,1,8,5989.8,47918.4,4731.94
SO - 0004146,07-01-2015,25,Export,GUT930,37,5,11,3725.2,40977.2,2458.63
SO - 0004147,08-01-2015,28,Wholesale,NXH382,50,7,12,1085.4,13024.8,879.17
SO - 0004148,08-01-2015,14,Wholesale,NXH382,52,2,10,5092,50920,2393.24
SO - 0004149,08-01-2015,31,Distributor,GUT930,37,1,11,6036.7,66403.7,4104.96
SO - 0004150,08-01-2015,22,Export,GUT930,37,11,11,3872.6,42598.6,2827
SO - 0004151,08-01-2015,6,Wholesale,NXH382,54,7,5,2941.3,14706.5,1588.3
SO - 0004152,08-01-2015,30,Wholesale,GUT930,45,9,7,241.2,1688.4,159.19
SO - 0004153,08-01-2015,41,Wholesale,FLR025,63,7,5,268,1340,179.56
SO - 0004154,09-01-2015,33,Distributor,GUT930,32,7,5,167.5,837.5,90.45
SO - 0004155,09-01-2015,21,Wholesale,FLR025,65,1,7,1949.7,13647.9,994.35
SO - 0004156,09-01-2015,9,Wholesale,GUT930,44,1,9,2680,24120,2144
SO - 0004157,10-01-2015,46,Wholesale,NXH382,53,9,11,3986.5,43851.5,2591.23
SO - 0004158,10-01-2015,5,Wholesale,NXH382,50,10,5,167.5,837.5,75.38
SO - 0004159,10-01-2015,3,Wholesale,AXW291,3,2,6,194.3,1165.8,97.15
SO - 0004160,10-01-2015,24,Distributor,AXW291,12,11,12,2385.2,28622.4,1073.34
SO - 0004161,10-01-2015,31,Wholesale,AXW291,26,13,7,5219.3,36535.1,3601.32
SO - 0004162,10-01-2015,26,Wholesale,NXH382,52,2,5,2224.4,11122,1512.59
SO - 0004163,10-01-2015,24,Export,NXH382,52,11,7,2231.1,15617.7,1472.53
SO - 0004164,10-01-2015,25,Distributor,GUT930,46,7,9,5896,53064,4539.92
SO - 0004165,10-01-2015,44,Wholesale,NXH382,59,7,8,2639.8,21118.4,1847.86
SO - 0004166,10-01-2015,42,Export,AXW291,27,1,6,1045.2,6271.2,700.28
SO - 0004167,11-01-2015,18,Wholesale,NXH382,53,2,7,1286.4,9004.8,951.94
SO - 0004168,11-01-2015,28,Distributor,AXW291,16,5,7,3865.9,27061.3,1778.31
SO - 0004169,11-01-2015,50,Wholesale,NXH382,52,1,9,6519.1,58671.9,3520.31
SO - 0004170,11-01-2015,3,Export,GUT930,32,1,11,4006.6,44072.6,3365.54
SO - 0004171,11-01-2015,17,Wholesale,GUT930,38,8,5,1078.7,5393.5,841.39
SO - 0004172,11-01-2015,49,Wholesale,AXW291,10,1,10,1125.6,11256,675.36
SO - 0004173,12-01-2015,44,Distributor,GUT930,38,1,10,247.9,2479,203.28
SO - 0004174,12-01-2015,9,Wholesale,NXH382,52,5,10,2378.5,23785,1879.02
SO - 0004175,12-01-2015,49,Distributor,NXH382,54,5,12,254.6,3055.2,137.48
SO - 0004176,13-01-2015,21,Distributor,AXW291,8,8,7,3309.8,23168.6,2647.84
SO - 0004177,13-01-2015,36,Wholesale,NXH382,50,4,10,1896.1,18961,1004.93
SO - 0004178,13-01-2015,23,Wholesale,AXW291,13,5,8,1172.5,9380,949.73
SO - 0004179,13-01-2015,48,Distributor,AXW291,3,2,11,3289.7,36186.7,1348.78
SO - 0004180,13-01-2015,7,Wholesale,AXW291,30,7,8,1038.5,8308,623.1
SO - 0004181,13-01-2015,37,Export,FLR025,66,2,6,1125.6,6753.6,877.97
SO - 0004182,14-01-2015,2,Wholesale,FLR025,65,13,5,1869.3,9346.5,1495.44
SO - 0004183,14-01-2015,27,Distributor,AXW291,24,14,9,1118.9,10070.1,704.91
SO - 0004184,14-01-2015,36,Wholesale,GUT930,38,11,5,1969.8,9849,827.32
SO - 0004185,14-01-2015,16,Distributor,GUT930,39,1,6,3932.9,23597.4,1612.49
SO - 0004186,14-01-2015,29,Wholesale,GUT930,39,7,10,1185.9,11859,723.4
SO - 0004187,14-01-2015,12,Distributor,GUT930,42,7,11,1078.7,11865.7,668.79
SO - 0004188,14-01-2015,44,Distributor,NXH382,52,12,9,971.5,8743.5,437.18
SO - 0004189,15-01-2015,16,Wholesale,AXW291,12,8,10,167.5,1675,142.38
SO - 0004190,15-01-2015,18,Wholesale,AXW291,27,7,10,3946.3,39463,2249.39
SO - 0004191,15-01-2015,40,Wholesale,NXH382,47,14,12,1005,12060,703.5
SO - 0004192,15-01-2015,34,Wholesale,AXW291,20,1,11,1011.7,11128.7,485.62
SO - 0004193,15-01-2015,31,Export,GUT930,46,3,6,2941.3,17647.8,1676.54
SO - 0004194,16-01-2015,26,Wholesale,FLR025,63,7,6,3832.4,22994.4,2721
SO - 0004195,16-01-2015,21,Distributor,AXW291,4,4,10,3986.5,39865,2710.82
SO - 0004196,16-01-2015,45,Distributor,GUT930,33,11,6,1011.7,6070.2,829.59
SO - 0004197,16-01-2015,1,Distributor,GUT930,36,13,8,2659.9,21279.2,1728.94
SO - 0004198,16-01-2015,26,Distributor,AXW291,18,7,6,1065.3,6391.8,585.92
SO - 0004199,16-01-2015,8,Wholesale,GUT930,41,2,8,1936.3,15490.4,1006.88
SO - 0004200,16-01-2015,32,Wholesale,AXW291,29,5,7,221.1,1547.7,112.76
SO - 0004201,16-01-2015,10,Wholesale,AXW291,8,5,7,1293.1,9051.7,1086.2
SO - 0004202,17-01-2015,2,Wholesale,GUT930,40,8,5,2659.9,13299.5,1196.96
SO - 0004203,17-01-2015,34,Export,NXH382,53,1,8,1125.6,9004.8,551.54
SO - 0004204,17-01-2015,12,Distributor,GUT930,43,1,12,1065.3,12783.6,862.89
SO - 0004205,17-01-2015,10,Wholesale,AXW291,28,1,11,6083.6,66919.6,4562.7
SO - 0004206,17-01-2015,41,Wholesale,AXW291,12,11,5,904.5,4522.5,587.93
SO - 0004207,18-01-2015,8,Wholesale,FLR025,60,13,9,1882.7,16944.3,1242.58
SO - 0004208,18-01-2015,23,Distributor,AXW291,7,11,11,1715.2,18867.2,737.54
SO - 0004209,18-01-2015,44,Wholesale,AXW291,4,5,10,3899.4,38994,2924.55
SO - 0004210,19-01-2015,6,Wholesale,AXW291,31,5,10,3510.8,35108,1966.05
SO - 0004211,19-01-2015,27,Export,GUT930,41,2,11,978.2,10760.2,391.28
SO - 0004212,19-01-2015,38,Wholesale,GUT930,34,7,11,6391.8,70309.8,3515.49
SO - 0004213,19-01-2015,40,Distributor,GUT930,32,11,11,1842.5,20267.5,1123.93
SO - 0004214,20-01-2015,3,Distributor,GUT930,33,5,11,3886,42746,1554.4
SO - 0004215,20-01-2015,48,Distributor,NXH382,58,11,11,1809,19899,1537.65
SO - 0004216,20-01-2015,5,Distributor,NXH382,56,11,6,6237.7,37426.2,5052.54
SO - 0004217,20-01-2015,13,Distributor,AXW291,24,11,7,3859.2,27014.4,2547.07
SO - 0004218,21-01-2015,23,Export,GUT930,36,8,10,1252.9,12529,789.33
SO - 0004219,21-01-2015,23,Wholesale,FLR025,65,10,6,1065.3,6391.8,543.3
SO - 0004220,21-01-2015,33,Export,AXW291,4,2,7,2673.3,18713.1,1122.79
SO - 0004221,21-01-2015,36,Wholesale,AXW291,22,5,8,3906.1,31248.8,2538.97
SO - 0004222,21-01-2015,46,Wholesale,FLR025,64,3,11,5795.5,63750.5,3709.12
SO - 0004223,21-01-2015,45,Wholesale,NXH382,58,14,8,1742,13936,1201.98
SO - 0004224,21-01-2015,6,Distributor,AXW291,11,10,7,3872.6,27108.2,3059.35
SO - 0004225,21-01-2015,12,Distributor,FLR025,65,11,7,268,1876,171.52
SO - 0004226,21-01-2015,48,Wholesale,AXW291,27,3,11,924.6,10170.6,656.47
SO - 0004227,21-01-2015,12,Wholesale,NXH382,47,5,11,3845.8,42303.8,1653.69
SO - 0004228,22-01-2015,48,Wholesale,AXW291,30,11,11,1038.5,11423.5,446.56
SO - 0004229,22-01-2015,21,Wholesale,FLR025,64,13,6,1916.2,11497.2,1207.21
SO - 0004230,22-01-2015,32,Export,AXW291,9,2,12,1889.4,22672.8,888.02
SO - 0004231,22-01-2015,46,Distributor,NXH382,48,1,12,1051.9,12622.8,831
SO - 0004232,22-01-2015,7,Distributor,AXW291,2,1,7,1078.7,7550.9,647.22
SO - 0004233,22-01-2015,21,Wholesale,GUT930,36,7,11,3926.2,43188.2,2630.55
SO - 0004234,22-01-2015,11,Wholesale,NXH382,47,11,6,1996.6,11979.6,1257.86
SO - 0004235,23-01-2015,31,Wholesale,AXW291,21,7,9,4006.6,36059.4,1802.97
SO - 0004236,23-01-2015,50,Wholesale,GUT930,38,10,12,2613,31356,1097.46
SO - 0004237,23-01-2015,17,Wholesale,AXW291,16,11,12,2639.8,31677.6,2111.84
